编号,武将名,皮肤名,语音台词
106301,诸葛亮,界限突破,ZhuGeLiang_GuanXing_01 天星之变，吾窥探一二。 | ZhuGeLiang_GuanXing_02 星图莫测，细细推敲。 | ZhuGeLiang_KongCheng_01 淡然相对，转危为安。 | ZhuGeLiang_KongCheng_02 绝处逢生，此招慎用。 | ZhuGeLiang_Dead 穷尽毕生，有憾无悔。 | ZhuGeLiang_GuanXing_01 天星之变，吾窥探一二。 | ZhuGeLiang_GuanXing_02 星图莫测，细细推敲。 | ZhuGeLiang_KongCheng_01 淡然相对，转危为安。 | ZhuGeLiang_KongCheng_02 绝处逢生，此招慎用。 | ZhuGeLiang_Dead 穷尽毕生，有憾无悔。 | ZhuGeLiang_GuanXing_01 天星之变，吾窥探一二。 | ZhuGeLiang_GuanXing_02 星图莫测，细细推敲。 | ZhuGeLiang_KongCheng_01 淡然相对，转危为安。 | ZhuGeLiang_KongCheng_02 绝处逢生，此招慎用。 | ZhuGeLiang_Dead 穷尽毕生，有憾无悔。
106401,赵云,界限突破,ZhaoYunPo_LongDan_01 龙威虎胆，斩敌破阵！ | ZhaoYunPo_LongDan_02 进退自如，游刃有余。 | ZhaoYunPo_Dead 你们谁，还敢再上！ | ZhaoYunPo_LongDan_01 龙威虎胆，斩敌破阵！ | ZhaoYunPo_LongDan_02 进退自如，游刃有余。 | ZhaoYunPo_YaJiao_01 遍寻天下，但求一败！ | ZhaoYunPo_YaJiao_02 策马趋前，斩敌当先。 | ZhaoYunPo_Dead 你们谁，还敢再上！ | ZhaoYunPo_LongDan_01 龙威虎胆，斩敌破阵！ | ZhaoYunPo_LongDan_02 进退自如，游刃有余。 | ZhaoYunPo_Dead 你们谁，还敢再上！
106501,马超,界限突破,spell704_1 敌人阵型已乱，随我杀！ | spell704_2 目标敌阵，全军突击！ | charDead_303 请将我葬在西凉。 | spell704_1 敌人阵型已乱，随我杀！ | spell704_2 目标敌阵，全军突击！ | charDead_303 请将我葬在西凉。 | spell704_1 敌人阵型已乱，随我杀！ | spell704_2 目标敌阵，全军突击！ | charDead_303 请将我葬在西凉。
106601,黄月英,界限突破,HuangYueYing_JiZhi_01 得上通，智集心。 | HuangYueYing_JiZhi_02 集万千才智，制巧具显用。 | HuangYueYing_Dead 我的面容，有吓到你吗？ | HuangYueYing_JiZhi_01 得上通，智集心。 | HuangYueYing_JiZhi_02 集万千才智，制巧具显用。 | HuangYueYing_Dead 我的面容，有吓到你吗？ | HuangYueYing_JiZhi_01 得上通，智集心。 | HuangYueYing_JiZhi_02 集万千才智，制巧具显用。 | HuangYueYing_Dead 我的面容，有吓到你吗？
106701,孙权,界限突破,SunQuan_ZhiHeng_01 不急不躁，稳谋应对。 | SunQuan_ZhiHeng_02 制衡互牵，大局可安。 | SunQuan_JiuYuan_01 你们真是，朕的得力干将。 | SunQuan_JiuYuan_02 有爱卿在，朕无烦忧。 | SunQuan_Dead 锦绣江东，岂能失于我手？ | SunQuan_ZhiHeng_01 不急不躁，稳谋应对。 | SunQuan_ZhiHeng_02 制衡互牵，大局可安。 | SunQuan_JiuYuan_01 你们真是，朕的得力干将。 | SunQuan_JiuYuan_02 有爱卿在，朕无烦忧。 | SunQuan_Dead 锦绣江东，岂能失于我手？ | SunQuan_ZhiHeng_01 不急不躁，稳谋应对。 | SunQuan_ZhiHeng_02 制衡互牵，大局可安。 | SunQuan_Dead 锦绣江东，岂能失于我手？
106801,甘宁,界限突破,GanNingPo_QiXi_01 弟兄们，准备动手！ | GanNingPo_QiXi_02 你用不了这么多了！ | GanNingPo_Dead 别管我，继续上！ | GanNingPo_QiXi_01 弟兄们，准备动手！ | GanNingPo_QiXi_02 你用不了这么多了！ | GanNingPo_FenWei_01 奋勇当先，威名远扬！ | GanNingPo_FenWei_02 哼！敢欺我东吴无人。 | GanNingPo_Dead 别管我，继续上！ | GanNingPo_QiXi_01 弟兄们，准备动手！ | GanNingPo_QiXi_02 你用不了这么多了！ | GanNingPo_Dead 别管我，继续上！
106901,吕蒙,界限突破,LvMengPo_KeJi_01 蓄力待时，不争首功。 | LvMengPo_KeJi_02 最好的机会，还在等着我。 | LvMengPo_Dead 你，给我等着！ | LvMengPo_KeJi_01 蓄力待时，不争首功。 | LvMengPo_KeJi_02 最好的机会，还在等着我。 | LvMengPo_QinXue_01 兵书熟读，了然于胸。 | LvMengPo_QinXue_02 勤以修身，学以报国。 | LvMengPo_GongXin_01 洞若观火，运筹帷幄。 | LvMengPo_GongXin_02 哼，早知如此。 | LvMengPo_Dead 你，给我等着！ | LvMengPo_KeJi_01 蓄力待时，不争首功。 | LvMengPo_KeJi_02 最好的机会，还在等着我。 | LvMengPo_MouDuan_01 随机应变，遇战，方见真章。 | LvMengPo_MouDuan_02 智勇足备，何惧刚愎武夫？ | LvMengPo_Dead 你，给我等着！
107001,黄盖,界限突破,HuangGaiPo_KuRouPo_01 我这把老骨头，不算什么！ | HuangGaiPo_KuRouPo_02 为成大义，死不足惜！ | HuangGaiPo_Dead 盖，有负公瑾重托。 | HuangGaiPo_KuRouPo_01 我这把老骨头，不算什么！ | HuangGaiPo_KuRouPo_02 为成大义，死不足惜！ | HuangGaiPo_ZhaXiangPo_01 铁索连舟而行，东吴水师可破！ | HuangGaiPo_ZhaXiangPo_02 两军阵前，不斩降将！ | HuangGaiPo_Dead 盖，有负公瑾重托。 | HuangGaiPo_KuRouPo_01 我这把老骨头，不算什么！ | HuangGaiPo_KuRouPo_02 为成大义，死不足惜！ | HuangGaiPo_Dead 盖，有负公瑾重托。
107101,周瑜,界限突破,spell712_1 伯符，且看我这一手！ | spell712_2 哈哈哈哈哈哈哈哈。 | spell713_1 抉择吧，在苦与痛的地狱中！ | spell713_2 与我为敌，就当这般生不如死！ | charDead_308 既生瑜，何生亮！既生瑜，何生亮！ | spell712_1 伯符，且看我这一手！ | spell712_2 哈哈哈哈哈哈哈哈。 | spell713_1 抉择吧，在苦与痛的地狱中！ | spell713_2 与我为敌，就当这般生不如死！ | charDead_308 既生瑜，何生亮！既生瑜，何生亮！ | spell712_1 伯符，且看我这一手！ | spell712_2 哈哈哈哈哈哈哈哈。 | spell713_1 抉择吧，在苦与痛的地狱中！ | spell713_2 与我为敌，就当这般生不如死！ | charDead_12 既生瑜，何生亮！既生瑜，何生亮！
107201,大乔,界限突破,DaQiaoPo_GuoSe_01 还没到休息的时候！ | DaQiaoPo_GuoSe_02 旅途劳顿，请下马休整吧。 | DaQiaoPo_LiuLi_01 帮帮人家嘛。 | DaQiaoPo_LiuLi_02 伯符不在身边，我要自己保重。 | DaQiaoPo_Dead 伯符，再也没人能欺负我了。 | DaQiaoPo_GuoSe_01 还没到休息的时候！ | DaQiaoPo_GuoSe_02 旅途劳顿，请下马休整吧。 | DaQiaoPo_LiuLi_01 帮帮人家嘛。 | DaQiaoPo_LiuLi_02 伯符不在身边，我要自己保重。 | DaQiaoPo_Dead 伯符，再也没人能欺负我了。 | DaQiaoPo_GuoSe_01 还没到休息的时候！ | DaQiaoPo_GuoSe_02 旅途劳顿，请下马休整吧。 | DaQiaoPo_LiuLi_01 帮帮人家嘛。 | DaQiaoPo_LiuLi_02 伯符不在身边，我要自己保重。 | DaQiaoPo_Dead 伯符，再也没人能欺负我了。
107301,陆逊,界限突破,LuXunPo_QianXunPo_01 满招损，谦受益。 | LuXunPo_QianXunPo_02 谦谦君子，温润如玉。 | LuXunPo_LianYingPo_01 生生不息，源源不绝。 | LuXunPo_LianYingPo_02 失之淡然，得之坦然。 | LuXunPo_Dead 我的未竟之业！ | LuXunPo_QianXunPo_01 满招损，谦受益。 | LuXunPo_QianXunPo_02 谦谦君子，温润如玉。 | LuXunPo_LianYingPo_01 生生不息，源源不绝。 | LuXunPo_LianYingPo_02 失之淡然，得之坦然。 | LuXunPo_Dead 我的未竟之业！ | LuXunPo_QianXunPo_01 儒生脱尘，不为贪逸淫乐之事。 | LuXunPo_QianXunPo_02 谦谦君子，不饮盗泉之水。 | LuXun_Duoshi_01 国之大计，审势为先。 | LuXun_Duoshi_02 以今日之大势，当行此计。 | LuXunPo_Dead 我的未竟之业！
107401,孙尚香,界限突破,SunShangXiang_XiaoJi_01 剑利弓急，你可打不过我的。 | SunShangXiang_XiaoJi_02 我会的武器，可多着呢。 | SunShangXiang_JieYin_01 得遇夫君，妾身福分。 | SunShangXiang_JieYin_02 随夫嫁娶，宜室宜家。 | SunShangXiang_Dead 哎呀，这次弓箭射歪了。 | SunShangXiang_XiaoJi_01 剑利弓急，你可打不过我的。 | SunShangXiang_XiaoJi_02 我会的武器，可多着呢。 | SunShangXiang_JieYin_01 得遇夫君，妾身福分。 | SunShangXiang_JieYin_02 随夫嫁娶，宜室宜家。 | SunShangXiang_Dead 哎呀，这次弓箭射歪了。 | SunShangXiang_XiaoJi_01 剑利弓急，你可打不过我的。 | SunShangXiang_XiaoJi_02 我会的武器，可多着呢。 | SunShangXiang_JieYin_01 得遇夫君，妾身福分。 | SunShangXiang_JieYin_02 随夫嫁娶，宜室宜家。 | SunShangXiang_Dead 哎呀，这次弓箭射歪了。
107501,曹操,界限突破,CaoCao_JianXiong_01 夫英雄者，胸怀大志，腹有良谋。 | CaoCao_JianXiong_02 燕雀安知鸿鹄之志？ | CaoCao_HuJia_01 大胆逆贼！谁可擒之？ | CaoCao_HuJia_02 护卫何在！ | CaoCao_Dead 华佗何在！ | CaoCao_JianXiong_01 夫英雄者，胸怀大志，腹有良谋。 | CaoCao_JianXiong_02 燕雀安知鸿鹄之志？ | CaoCao_HuJia_01 大胆逆贼！谁可擒之？ | CaoCao_HuJia_02 护卫何在！ | CaoCao_Dead 华佗何在！ | CaoCao_JianXiong_01 夫英雄者，胸怀大志，腹有良谋。 | CaoCao_JianXiong_02 燕雀安知鸿鹄之志？ | CaoCao_Dead 华佗何在！
107601,司马懿,界限突破,spell718_1 哼，正中下怀！ | spell718_2 哼，自作孽，不可活！ | spell719_1 才通天地，逆天改命！ | spell719_2 天命难违？哈哈哈。 | charDead_312 我的气数，就到这里了吗？ | spell718_1 哼，正中下怀！ | spell718_2 哼，自作孽，不可活！ | spell719_1 才通天地，逆天改命！ | spell719_2 天命难违？哈哈哈。 | charDead_312 我的气数，就到这里了吗？ | spell718_1 哼，正中下怀！ | spell718_2 哼，自作孽，不可活！ | spell719_1 才通天地，逆天改命！ | spell719_2 天命难违？哈哈哈。 | charDead_312 我的气数，就到这里了吗？
107701,夏侯惇,界限突破,XiaHouDun_GangLie_01 哪个敢动我！ | XiaHouDun_GangLie_02 伤我者，十倍奉还！ | XiaHouDun_Dead 诸多败绩，有负丞相重托。 | XiaHouDun_GangLie_01 哪个敢动我！ | XiaHouDun_GangLie_02 伤我者，十倍奉还！ | XiaHouDun_QingJian_01 福生于清俭，德生于卑退。 | XiaHouDun_QingJian_02 钱财，乃身外之物。 | XiaHouDun_Dead 诸多败绩，有负丞相重托。 | XiaHouDun_GangLie_01 哪个敢动我！ | XiaHouDun_GangLie_02 伤我者，十倍奉还！ | XiaHouDun_Dead 诸多败绩，有负丞相重托。
107801,张辽,界限突破,ZhangLiaoPo_TuXiPo_01 快马突袭，占尽先机！ | ZhangLiaoPo_TuXiPo_02 马似飞云，枪如霹雳！ | ZhangLiaoPo_Dead 被敌人占了先机，啊！ | ZhangLiaoPo_TuXiPo_01 快马突袭，占尽先机！ | ZhangLiaoPo_TuXiPo_02 马似飞云，枪如霹雳！ | ZhangLiaoPo_Dead 被敌人占了先机，啊！ | ZhangLiaoPo_TuXiPo_01 快马突袭，占尽先机！ | ZhangLiaoPo_TuXiPo_02 马似飞云，枪如霹雳！ | ZhangLiaoPo_Dead 被敌人占了先机，啊！
107901,许褚,界限突破,XuChuPo_LuoYiPo_01 废话少说，放马过来吧！ | XuChuPo_LuoYiPo_02 过来打一架，对！就是你！ | XuChuPo_Dead 丞相，末将尽力了。 | XuChuPo_LuoYiPo_01 废话少说，放马过来吧！ | XuChuPo_LuoYiPo_02 过来打一架，对！就是你！ | XuChuPo_Dead 丞相，末将尽力了。 | XuChuPo_LuoYiPo_01 废话少说，放马过来吧！ | XuChuPo_LuoYiPo_02 过来打一架，对！就是你！ | XuChuPo_Dead 丞相，末将尽力了。
108001,郭嘉,界限突破,GuoJiaPo_TianDu_01 那，就这样吧。 | GuoJiaPo_TianDu_02 天意如此。 | GuoJiaPo_YiJiPo_01 锦囊妙策，终定社稷。 | GuoJiaPo_YiJiPo_02 依此计行，辽东可定。 | GuoJiaPo_Dead 咳，咳咳咳。 | GuoJiaPo_TianDu_01 那，就这样吧。 | GuoJiaPo_TianDu_02 天意如此。 | GuoJiaPo_YiJiPo_01 锦囊妙策，终定社稷。 | GuoJiaPo_YiJiPo_02 依此计行，辽东可定。 | GuoJiaPo_Dead 咳，咳咳咳。 | GuoJiaPo_TianDu_01 那，就这样吧。 | GuoJiaPo_TianDu_02 天意如此。 | GuoJiaPo_YiJiPo_01 锦囊妙策，终定社稷。 | GuoJiaPo_YiJiPo_02 依此计行，辽东可定。 | GuoJiaPo_Dead 咳，咳咳咳。
108101,甄姬,界限突破,ZhenJi_LuoShen_01 冯夷鸣鼓，女娲清歌。 | ZhenJi_LuoShen_02 屏翳收风，川后静波。 | ZhenJi_QingGuo_01 肩若削成，腰如约素。 | ZhenJi_QingGuo_02 延颈秀项，皓质呈露。 | ZhenJi_Dead 出亦复何苦，入亦复何愁。 | ZhenJi_LuoShen_01 冯夷鸣鼓，女娲清歌。 | ZhenJi_LuoShen_02 屏翳收风，川后静波。 | ZhenJi_QingGuo_01 肩若削成，腰如约素。 | ZhenJi_QingGuo_02 延颈秀项，皓质呈露。 | ZhenJi_Dead 出亦复何苦，入亦复何愁。 | ZhenJi_LuoShen_01 冯夷鸣鼓，女娲清歌。 | ZhenJi_LuoShen_02 屏翳收风，川后静波。 | ZhenJi_QingGuo_01 肩若削成，腰如约素。 | ZhenJi_QingGuo_02 延颈秀项，皓质呈露。 | ZhenJi_Dead 出亦复何苦，入亦复何愁。
108201,华佗,界限突破,HuaTuo_JiJiu_01 救死扶伤，悬壶济世。 | HuaTuo_JiJiu_02 妙手仁心，药到病除。 | HuaTuo_QingNang_01 舒筋活络，方解病痛之苦。 | HuaTuo_QingNang_02 悬丝诊脉，顽疾可医。 | HuaTuo_Dead 生老病死，命不可违。 | HuaTuo_JiJiu_01 救死扶伤，悬壶济世。 | HuaTuo_JiJiu_02 妙手仁心，药到病除。 | HuaTuo_QingNang_01 舒筋活络，方解病痛之苦。 | HuaTuo_QingNang_02 悬丝诊脉，顽疾可医。 | HuaTuo_Dead 生老病死，命不可违。 | HuaTuo_JiJiu_01 救死扶伤，悬壶济世。 | HuaTuo_JiJiu_02 妙手仁心，药到病除。 | HuaTuo_ChuLi_01 病去如抽丝。 | HuaTuo_ChuLi_02 病入膏肓，需下猛药。 | HuaTuo_Dead 生老病死，命不可违。
108301,吕布,界限突破,LvBuPo_WuShuang_01 还有哪个敢挑战我！ | LvBuPo_WuShuang_02 三个齐上也不是我的对手！ | LvBuPo_Dead 我竟然输了！不可能！ | LvBuPo_WuShuang_01 还有哪个敢挑战我！ | LvBuPo_WuShuang_02 三个齐上也不是我的对手！ | LvBuPo_LiYu_01 大丈夫相时而动！ | LvBuPo_LiYu_02 人不为己，天诛地灭！ | LvBuPo_Dead 我竟然输了！不可能！ | LvBuPo_WuShuang_01 还有哪个敢挑战我！ | LvBuPo_WuShuang_02 三个齐上也不是我的对手！ | LvBuPo_Dead 我竟然输了！不可能！
108401,貂蝉,界限突破,DiaoChan_BiYue_01 梦蝶幻月，如沫虚妄。 | DiaoChan_BiYue_02 水影月明，芙蓉照倩影。 | DiaoChan_LiJian_01 赢家，才能得到我。 | DiaoChan_LiJian_02 这场比赛，将军可要赢哦。 | DiaoChan_Dead 我的任务，终于完成了。 | DiaoChan_BiYue_01 梦蝶幻月，如沫虚妄。 | DiaoChan_BiYue_02 水影月明，芙蓉照倩影。 | DiaoChan_LiJian_01 赢家，才能得到我。 | DiaoChan_LiJian_02 这场比赛，将军可要赢哦。 | DiaoChan_Dead 我的任务，终于完成了。 | DiaoChan_BiYue_01 梦蝶幻月，如沫虚妄。 | DiaoChan_BiYue_02 水影月明，芙蓉照倩影。 | DiaoChan_LiJian_01 赢家，才能得到我。 | DiaoChan_LiJian_02 这场比赛，将军可要赢哦。 | DiaoChan_Dead 我的任务，终于完成了。
108501,华雄,界限突破,HuaXiongBiao_YaoWu_01 有吾在此，解太师烦忧。 | HuaXiongBiao_YaoWu_02 这些杂兵，我有何惧？ | HuaXiongBiao_ShiZhan_01 看你能坚持几个回合！ | HuaXiongBiao_ShiZhan_02 兀那汉子，且报上名来！ | HuaXiongBiao_Dead 我掉以轻心了。 | HuaXiongBiao_YaoWu_01 有吾在此，解太师烦忧。 | HuaXiongBiao_YaoWu_02 这些杂兵，我有何惧？ | HuaXiongBiao_ShiZhan_01 看你能坚持几个回合！ | HuaXiongBiao_ShiZhan_02 兀那汉子，且报上名来！ | HuaXiongBiao_Dead 我掉以轻心了。
109001,严颜,经典形象,spell141_1 砍头便砍头，何为怒邪！ | spell141_2 我州但有断头将军，无降将军也！ | charDead_90 宁可断头死，安能屈膝降？
109101,王平,经典形象,WangPing_FeiJun_1 无当飞军，伐叛乱，镇蛮夷。 | WangPing_FeiJun_2 山地崎岖，也挡不住飞军破势。 | WangPing_BingLue_1 奇略兵速，敌未能料之。 | WangPing_BingLue_2 兵略者，明战胜攻取之数，形机之势，诈谲之变。 | WangPing_Dead 无当飞军，也有困于山林之时。
109201,陆绩,经典形象,spell144_1 袖中怀绿桔，遗母报乳哺。 | spell144_2 情深舐犊，怀着藏橘。 | spell145_1 违失礼仪，则俱非议。 | spell145_2 行遗礼之举，于不敬王者。 | spell146_1 整论四海未泰，修文德以平。 | spell146_2 今论者不务道德怀取之术，而惟尚武，窃所未安。 | charDead_92 恨不能见，车同轨，书同文。
109301,孙亮,经典形象,spell147_1 子通专恣，必谋而诛之。 | spell147_2 孙綝久专，不可久忍，必溃诛。 | spell148_1 风驰电掣，政权不怠。 | spell148_2 廉平掣政，实为艰事。 | spell149_1 立于朝堂，定于军心。 | spell149_2 君立于朝堂，军侧于四方。 | charDead_93 今日欲诛逆臣而不得，方知机事不密则害成。
109401,王基,经典形象,spell273_1 声东击西，敌寇一网成擒！ | spell273_2 吾意不在此地，已遣别部出发。 | spell274_1 建上昶水城，以逼夏口。 | spell274_2 通川聚粮，伐吴之业，当步步为营。 | charDead_94 天下之势，必归大魏，可恨，未能得见哪。
109501,蒯良蒯越,经典形象,spell150_1 得遇曹公，吾之幸也。 | spell150_2 曹公得荆不喜，喜得吾二人足以。 | spell151_1 深中足智，见时审情。 | spell151_2 数语之言，审时度势。 | charDead_95 表不能善用，所憾也。
109601,许攸,经典形象,spell152_1 成略在胸，良计速出。 | spell152_2 吾有良略在怀，必为阿瞒所需。 | spell153_1 吾才满腹，袁本初竟不从之！ | spell153_2 阿瞒有我良计，取冀州便是易如反掌。 | spell154_1 目光所及，短寸之间。 | spell154_2 狭目之见，只能窥底。 | charDead_96 阿瞒，没有我，你得不到冀州啊！
109701,卢植,经典形象,LuZhi_MingRen_01 吾之任，君之明举。 | LuZhi_MingRen_02 得义真所救，吾任之必尽瘁以报。 | LuZhi_ZhenLiang_01 贞节贤良，吾之本心。 | LuZhi_ZhenLiang_02 风霜以别草木之性，危乱而见贞良之节。 | LuZhi_Dead 泓泓眸子宿渊亭，不见蛾眉只见经。
109801,陈到,经典形象,spell157_1 猛将之烈，统帅之所往。 | spell157_2 与子龙忠勇相往，猛烈相合。 | charDead_98 我的白毦兵，再也不能为先帝出力了！
